
ATNF Pulsar Catalogue
Catalogue Version: 2.4.0
#;P0;P1;BINARY;ASSOC;PSR;
;(s);;(type);;TYPE;
1607;0.222561;7.12e-17;*;*;*;
1608;0.808546;6.00e-17;*;*;*;
1609;1.476690;*;*;*;*;
1610;0.586287;3.00e-15;*;*;*;
1611;0.180632;*;*;*;*;
1612;0.616979;6.51e-15;*;*;*;
1613;0.429922;2.58e-15;*;*;*;
1614;0.361921;2.92e-16;*;*;*;
1615;0.159800;*;*;*;*;
1616;0.581018;1.92e-15;*;*;*;
1617;0.890594;5.70e-15;*;*;*;
1618;5.763777;1.16e-14;*;*;RRAT;
1619;0.266474;1.56e-15;*;*;*;
1620;0.410772;*;*;*;*;
1621;0.692116;4.21e-15;*;*;*;
1622;0.004505;1.14e-20;DD;*;*;
1623;0.587567;1.35e-16;*;*;*;
1624;1.225782;8.60e-15;*;*;*;
1625;11.006262;1.96e-11;*;XRS:RXSJ170849.0-400910;AXP,NRAD;
1626;1.297837;2.61e-15;*;*;*;
1627;0.016657;*;?;*;*;
1628;0.449620;*;*;*;*;
1629;1.191024;1.88e-15;*;*;*;
1630;0.004631;3.63e-21;BT;*;*;
1631;0.003524;*;*;*;*;
1632;0.653054;6.31e-15;*;*;*;
1633;0.447857;2.27e-15;*;*;*;
1634;0.586986;7.86e-15;*;*;*;
1635;*;*;*;*;RRAT;
1636;1.735898;8.00e-16;*;*;*;
1637;0.865235;7.37e-15;*;*;*;
1638;0.102459;9.30e-14;*;GRS:4FGL_J1709.7-4429[aab+22],SNR:G343.1;HE[ghd02],HE[aaa+10m];
1639;0.003220;1.82e-20;*;*;*;
1640;0.954158;2.00e-17;*;*;*;
1641;0.792659;*;*;*;*;
1642;0.286561;1.02e-16;*;*;*;
1643;0.868804;1.10e-15;*;*;*;
1644;0.465365;7.41e-15;*;*;*;
1645;0.102618;2.67e-17;ELL1;*;*;
1646;0.899233;1.55e-14;*;*;*;
1647;0.255360;1.28e-15;*;*;*;
1648;0.778149;*;*;*;*;
1649;0.092528;*;*;*;*;
1650;0.004570;8.53e-21;T2;GRS:4FGL_J1713.8+0747[aab+22];HE[egc+13];
1651;0.432526;1.14e-16;*;*;*;
1652;1.600114;1.77e-13;*;*;*;
1653;0.392451;*;*;*;*;
1654;0.696279;5.88e-17;*;*;*;
1655;3.824936;5.88e-11;*;XRS:CXOU_J171405.7-381031,SNR:G348.7+0.3;AXP,NRAD;
1656;0.084140;*;*;GRS:4FGL_J1714.4-3830[aab+22],SNR:CTB_37;NRAD[plca18];
1657;0.548100;*;*;*;*;
1658;1.260214;9.20e-17;*;*;*;
1659;0.779628;1.46e-16;*;*;*;
1660;0.928108;4.40e-15;*;*;*;
1661;0.278494;3.74e-14;*;*;*;
1662;2.072155;3.03e-15;*;*;*;
1663;0.573745;8.76e-16;*;*;*;
1664;0.002110;*;*;GRS:4FGL_J1716.3+3434[aab+22];NRAD[aab+22];
1665;0.630314;1.80e-14;*;*;*;
1666;0.829120;*;*;*;*;
1667;0.311813;2.87e-15;*;*;*;
1668;1.036067;2.88e-15;*;*;*;
1669;0.555824;8.33e-16;*;*;*;
1670;3.901000;*;*;*;RRAT[dsm+16];
1671;0.003160;6.11e-20;BTX;GC:NGC6341(M92)[prl+20];*;
1672;0.656299;9.80e-15;*;*;*;
1673;0.682419;5.29e-15;*;*;*;
1674;1.149499;8.20e-16;*;*;*;
1675;1.085521;3.30e-17;*;*;*;
1676;0.397857;1.22e-14;*;*;*;
1677;0.349929;1.75e-15;*;*;*;
1678;0.887719;3.70e-15;*;*;*;
1679;0.546234;*;*;*;*;
1680;0.321793;1.96e-16;*;*;*;
1681;1.289379;2.62e-14;*;*;*;
1682;3.378574;1.61e-12;*;XRS:Chandra[zkm+11];HE[zkm+11];
1683;0.074675;1.32e-14;*;GRS:4FGL_J1718.2-3825[aab+22],GRS:HESS_J;HE[waa+10];
1684;0.548419;*;*;*;*;
1685;0.590473;7.51e-15;*;*;*;
1686;0.005790;8.04e-21;ELL1;*;*;
1687;0.453993;2.19e-15;*;*;*;
1688;0.493775;1.49e-17;*;*;*;
1689;0.189094;1.67e-15;*;*;*;
1690;0.235475;3.92e-16;*;*;*;
1691;3.357000;*;*;*;RRAT[dsm+16];
1692;1.615664;7.40e-16;*;*;*;
1693;0.477715;8.28e-17;*;*;*;
1694;0.003268;8.17e-21;ELL1;*;*;
1695;*;*;ELL1;*;*;
1696;1.565601;5.80e-15;*;*;*;
1697;0.874265;5.93e-16;*;*;*;
1698;0.620448;7.46e-16;*;*;*;
1699;0.092132;*;*;*;*;
1700;0.351125;3.27e-17;*;*;*;
1701;1.004037;1.62e-15;ELL1;GC:NGC6342,GRS:4FGL_J1720.8-1937[aab+22];HE[aab+22];
1702;0.404040;1.28e-16;*;*;*;
1703;0.003497;5.54e-21;*;*;*;
1704;0.280424;2.52e-14;*;*;*;
1705;0.821600;*;*;*;*;
1706;0.477158;6.45e-16;*;*;*;
1707;0.399183;4.46e-15;*;*;*;
1708;0.236180;1.09e-14;*;*;*;
1709;0.218554;3.74e-16;*;*;*;
1710;0.001856;7.54e-21;ELL1;OPT:2MASS_J17232318-2837571[cls+13];*;
1711;0.625034;9.00e-16;*;*;*;
1712;0.202725;8.03e-15;*;*;*;
1713;0.765796;*;*;*;*;
1714;0.150924;*;*;*;*;
1715;1.982234;*;*;*;*;
1716;0.948237;7.25e-15;*;*;*;
1717;1.421990;*;*;*;RRAT;
1718;1.221708;2.11e-14;*;*;*;
1719;1.309109;3.51e-15;*;*;*;
1720;0.239919;4.30e-16;*;*;*;
1721;1.257788;1.99e-15;*;*;*;
1722;1.032471;1.50e-14;*;*;*;
1723;0.392641;*;*;*;*;
1724;2.062386;2.30e-14;*;*;*;
1725;0.004792;5.00e-20;*;*;*;
1726;1.465071;2.79e-15;*;*;*;
1727;1.308600;*;*;*;*;
1728;0.123470;*;*;*;*;
1729;1.110132;1.22e-12;*;SNR:G352.2-0.1(?)[mbc+02];*;
1730;0.287432;1.44e-15;*;*;*;
1731;0.882778;3.33e-15;*;*;*;
1732;0.631800;*;*;*;*;
1733;0.002450;*;*;GRS:4FGL_J1728.1-1610[aab+22];NRAD[aab+22];
1734;1.293100;1.07e-15;*;*;*;
1735;*;*;*;*;RRAT;
1736;0.027083;2.46e-19;BT;*;*;
1737;0.028405;3.10e-19;ELL1;*;*;
1738;0.386004;1.12e-15;*;*;*;
1739;0.354310;*;*;*;*;
1740;0.615538;7.20e-17;*;*;*;
1741;0.866343;2.33e-16;*;*;*;
1742;0.066293;1.72e-19;*;*;*;
1743;1.150000;*;*;*;*;
1744;0.008123;2.02e-20;*;GRS:4FGL_J1730.8-2303[aab+22],XRS:[pb15];HE[lsg+15];
1745;1.538427;8.85e-15;*;*;*;
1746;0.139506;8.41e-14;*;GRS:4FGL_J1730.5-3352[aab+22];HE[jlm+92],HE[aab+22];
1747;3.270242;2.20e-14;*;*;*;
1748;0.099830;*;*;*;*;
1749;0.002345;2.54e-20;BTX;GRS:4FGL_J1731.7-1850[aab+22],XRS:[pb15];HE[aab+22];
1750;0.753048;1.68e-15;*;*;*;
1751;0.606900;*;*;*;*;
1752;0.544671;2.81e-14;*;*;*;
1753;0.829829;1.64e-13;*;GRS:4FGL_J1731.7-4744[aab+22],SNR:G343.0;HE[sbc+19];
1754;0.483770;1.82e-16;*;*;*;
1755;0.196543;2.80e-14;*;GRS:4FGL_J1732.5-3131[aab+22];HE;
1756;0.332887;4.02e-16;*;*;*;
1757;0.126690;*;*;*;*;
1758;2.184001;1.30e-15;*;*;*;
1759;0.627981;1.28e-14;*;*;*;
1760;0.323434;6.61e-16;*;*;*;
1761;0.005313;1.42e-20;T2;GRS:4FGL_J1732.7-5050[aab+22];HE;
1762;0.302000;*;*;*;*;
1763;0.871683;4.27e-17;*;*;*;
1764;0.659794;2.10e-15;*;*;*;
1765;0.768185;1.11e-15;*;*;*;
1766;0.362052;1.65e-15;*;*;*;
1767;1.245915;4.10e-15;*;*;*;
1768;0.337595;1.50e-14;*;*;*;
1769;0.561778;3.62e-15;*;*;*;
1770;1.011234;4.00e-16;*;*;*;
1771;0.839394;4.21e-16;*;*;*;
1772;0.612524;1.05e-15;*;*;*;
1773;0.301456;8.00e-18;*;*;*;
1774;0.541286;1.62e-17;*;*;*;
1775;1.169341;2.28e-12;*;*;HE[oklk10];
1776;0.510718;3.23e-16;*;*;*;
1777;0.782887;6.32e-16;*;*;*;
1778;0.419335;1.21e-15;*;*;*;
1779;0.118683;*;*;*;*;
1780;0.350972;2.60e-14;*;*;*;
1781;0.999245;*;*;*;*;
1782;2.642223;3.43e-15;*;*;*;
1783;1.592419;1.49e-14;*;*;*;
1784;6.445036;3.00e-14;*;*;*;
1785;0.347222;6.56e-14;*;GRS:4FGL_J1736.1-3422[aab+22];NRAD[nie+20];
1786;0.502803;1.57e-15;*;*;*;
1787;0.001980;9.56e-20;BT;GC:M14(NGC6402)[pqm+21];*;
1788;0.008520;*;*;GC:M14(NGC6402)[pqm+21];*;
1789;0.008460;*;*;GC:M14(NGC6402)[pqm+21];*;
1790;0.002890;*;*;GC:M14(NGC6402)[pqm+21];*;
1791;0.002280;*;*;GC:M14(NGC6402)[pqm+21];*;
1792;0.004175;7.93e-21;BT;*;*;
1793;0.768672;3.73e-14;*;*;*;
1794;0.450432;1.39e-13;*;*;*;
1795;0.634060;*;*;*;*;
1796;0.816273;2.25e-15;*;*;*;
1797;0.397585;6.12e-15;*;*;*;
1798;0.005850;2.41e-20;T2;OPT:[avk+12];*;
1799;1.391790;*;*;*;*;
1800;1.978847;8.56e-15;*;*;*;
1801;0.349591;3.15e-15;*;*;*;
1802;0.627716;4.62e-15;*;*;*;
1803;0.443425;8.20e-14;*;*;*;
1804;0.549498;2.96e-16;*;*;*;
1805;0.768499;7.95e-16;*;*;*;
1806;0.730373;8.86e-17;*;*;*;
1807;0.234169;1.56e-16;*;*;*;
1808;1.215698;8.17e-17;*;*;*;
1809;1.818461;2.40e-16;*;*;RRAT;
1810;0.322886;7.87e-15;*;*;*;
1811;0.114372;1.14e-14;*;GRS:4FGL_J1739.4-3015[aab+22];HE[mhl+02],HE[aab+22];
1812;0.239317;2.18e-15;*;*;*;
1813;0.277105;*;*;*;*;
1814;0.529441;1.86e-14;*;*;*;
1815;0.877561;1.97e-16;*;*;*;
1816;0.341772;1.99e-17;*;*;*;
1817;0.154096;2.13e-14;*;GRS:4FGL_J1740.5+1005[aab+22];HE[sbc+19];
1818;0.803050;1.45e-15;*;*;*;
1819;1.058200;*;*;*;*;
1820;1.692656;1.85e-15;*;*;*;
1821;0.606887;4.66e-13;*;*;*;
1822;0.570313;2.55e-14;MSS;OPT:[bbn+11];*;
1823;0.515001;3.90e-15;*;*;*;
1824;0.003650;1.68e-19;BT;GC:NGC6397,OPT:[fpds01],XRS:[ghe+01];*;
1825;0.005787;-6.03e-21;BTX;GC:NGC6397[zrb+22],GC:NGC6397,OPT:[zht+2;*;
1826;0.003747;3.02e-20;ELL1H;GRS:4FGL_J1741.4+1354[aab+22],OPT:[zkk+1;HE[egc+13];
1827;1.360738;1.84e-15;*;*;*;
1828;0.828861;2.06e-16;*;*;*;
1829;2.043082;2.27e-15;*;*;*;
1830;3.904506;1.63e-14;*;*;*;
1831;0.413700;1.70e-14;*;GRS:4FGL_J1741.9-2054[aab+22],XRS:Swift_;HE;
1832;2.565000;*;*;*;*;
1833;2.565552;1.28e-15;*;*;*;
1834;0.346797;8.06e-17;*;*;*;
1835;0.892959;1.48e-16;*;*;*;
1836;0.223558;6.34e-16;*;*;*;
1837;1.893749;8.99e-15;*;*;*;
1838;0.875137;*;*;*;*;
1839;0.512212;1.71e-15;*;*;*;
1840;0.252600;*;*;*;*;
1841;0.131610;1.49e-16;*;*;*;
1842;0.143266;1.27e-15;*;GRS:4FGL_J1742.3-3318[aab+22];NRAD[aab+22];
1843;1.016349;8.16e-17;*;*;*;
1844;0.412401;3.38e-17;*;*;*;
1845;1.473630;*;*;*;*;
1846;0.444645;1.56e-15;*;*;*;
1847;0.405337;4.78e-16;*;*;*;
1848;1.242508;4.72e-16;*;*;*;
1849;2.414652;1.21e-13;*;*;*;
1850;0.193105;1.06e-14;*;*;*;
1851;0.569980;*;*;*;*;
1852;0.306167;7.83e-16;*;*;*;
1853;0.004075;8.93e-21;*;GRS:4FGL_J1744.4-1135[aab+22];HE[aab+22];
1854;1.757206;2.38e-15;*;*;*;
1855;1.683507;8.33e-16;*;*;*;
1856;1.066061;2.12e-14;*;*;*;
1857;0.172444;1.55e-18;ELL1;*;*;
1858;0.355666;1.90e-16;*;*;*;
1859;0.004688;9.68e-21;*;GRS:4FGL_J1744.0-7618[aab+22];NRAD[cpw+18];
1860;0.002652;2.73e-21;ELL1;GRS:4FGL_J1745.5+1017[aab+22];HE;
1861;1.059849;5.63e-16;*;*;*;
1862;0.305100;*;*;*;*;
1863;1.045407;6.31e-16;*;*;*;
1864;0.019376;9.25e-20;ELL1;*;*;
1865;1.160593;2.86e-15;*;*;*;
1866;0.005417;*;BT;*;*;
1867;0.487528;4.42e-18;*;*;*;
1868;3.763733;1.76e-11;*;XRS:SGR_J1745-29[kbk+13];AXP,HE[mgz+13],HE[efk+13];
1869;0.982000;*;*;*;*;
1870;0.187379;*;*;*;*;
1871;0.367434;1.07e-14;*;*;*;
1872;0.698353;2.43e-15;*;*;*;
1873;3.465038;4.92e-15;*;*;*;
1874;1.058148;1.05e-15;*;*;*;
1875;1.888929;1.30e-12;*;*;*;
1876;1.478480;1.27e-14;*;*;*;
1877;1.077101;1.34e-12;*;*;*;
1878;0.945224;1.25e-14;*;*;*;
1879;0.199541;6.56e-15;*;GRS:4FGL_J1746.8-3239[aab+22];NRAD[aab+22];
1880;1.578793;4.30e-16;*;*;*;
1881;0.500254;1.32e-14;*;*;*;
1882;2.780079;2.37e-15;*;*;*;
1883;0.052153;1.56e-13;*;XRS:CXOU_J174722.8-280915,SNR:G0.9+0.1;*;
1884;0.098814;6.13e-14;*;GRS:4FGL_J1747.2-2957[aab+22],PWN:G359.2;HE[aab+22];
1885;0.001646;1.31e-20;*;GRS:4FGL_J1747.7-4037[aab+22];HE;
1886;0.394133;1.21e-15;*;*;*;
1887;0.288603;3.99e-16;*;GC:NGC6440;*;
1888;0.016760;-3.29e-19;BT;GC:NGC6440;*;
1889;0.006227;-5.98e-20;*;GC:NGC6440;*;
1890;0.013496;5.87e-19;BT;GC:NGC6440;*;
1891;0.016264;3.12e-19;*;GC:NGC6440;*;
1892;0.003794;-1.05e-20;BT;GC:NGC6440;*;
1893;0.442838;1.11e-16;*;*;*;
1894;0.011563;-3.40e-20;BT;GC:Terzan5;*;
1895;0.008436;-6.06e-19;*;GC:Terzan5;*;
1896;0.004714;*;*;GC:Terzan5;*;
1897;0.002198;*;BT;GC:Terzan5;*;
1898;0.005540;*;*;GC:Terzan5;*;
1899;0.021672;*;*;GC:Terzan5;*;
1900;0.004926;*;*;GC:Terzan5;*;
1901;0.009570;*;BT;GC:Terzan5;*;
1902;0.080338;*;BT;GC:Terzan5;*;
1903;0.002970;*;*;GC:Terzan5;*;
1904;0.002245;*;*;GC:Terzan5;*;
1905;0.003570;*;BT;GC:Terzan5;*;
1906;0.008667;*;BT;GC:Terzan5;*;
1907;0.001677;*;BT;GC:Terzan5;*;
1908;0.001729;*;BT;GC:Terzan5;*;
1909;0.002812;*;BT;GC:Terzan5;*;
1910;0.005029;*;*;GC:Terzan5;*;
1911;0.006117;*;*;GC:Terzan5;*;
1912;0.007085;*;*;GC:Terzan5;*;
1913;0.003289;*;BT;GC:Terzan5;*;
1914;0.002073;*;BT;GC:Terzan5;*;
1915;0.004205;*;BT;GC:Terzan5;*;
1916;0.002999;*;BT;GC:Terzan5;*;
1917;0.002048;*;BT;GC:Terzan5;*;
1918;0.002463;*;BT;GC:Terzan5;*;
1919;0.005788;*;*;GC:Terzan5;*;
1920;0.005120;*;BT;GC:Terzan5;*;
1921;0.005087;*;*;GC:Terzan5;*;
1922;0.001396;0.00e+00;ELL1;GC:Terzan5;*;
1923;0.003659;*;BT;GC:Terzan5;*;
1924;0.003304;*;*;GC:Terzan5;*;
1925;0.004448;*;*;GC:Terzan5;*;
1926;0.004965;*;*;GC:Terzan5;*;
1927;0.021228;*;BT;GC:Terzan5;*;
1928;0.002959;1.41e-19;*;GC:Terzan5;*;
1929;0.001890;8.85e-20;*;GC:Terzan5;*;
1930;0.005950;*;*;GC:Terzan5;*;
1931;0.002934;-1.37e-19;DD;GC:Terzan5;*;
1932;0.004802;1.56e-19;DD;GC:Terzan5;*;
1933;0.100200;3.53e-15;*;GRS:[nie+20];NRAD[nie+20];
1934;0.382735;*;*;*;*;
1935;0.009684;-3.58e-20;BT;*;*;
1936;2.311650;*;*;*;*;
1937;0.436041;1.52e-16;*;*;*;
1938;2.714556;7.08e-15;*;*;*;
1939;0.874486;2.42e-15;*;*;*;
1940;1.335388;1.72e-15;*;*;*;
1941;0.609874;7.87e-15;*;*;*;
1942;0.445822;5.90e-16;*;*;*;
1943;0.307577;1.50e-16;*;*;*;
1944;1.332310;2.12e-15;*;*;*;
1945;1.908810;*;*;*;*;
1946;5.639047;7.95e-15;*;*;*;
1947;0.712794;1.08e-14;*;*;*;
1948;0.899377;2.64e-16;*;*;*;
1949;0.034749;*;BT;*;*;
1950;1.300513;5.78e-15;*;*;*;
1951;0.910363;1.97e-16;*;*;*;
1952;0.684014;3.81e-17;*;*;*;
1953;0.111601;5.66e-18;BT;GC:NGC6441;*;
1954;0.006075;1.92e-20;BT;GC:NGC6441;*;
1955;0.026569;-9.96e-19;*;GC:NGC6441;*;
1956;0.005140;4.93e-19;*;GC:NGC6441;*;
1957;0.394836;2.64e-15;*;*;*;
1958;0.002230;*;*;*;*;
1959;0.003915;1.12e-20;T2;*;*;
1960;0.548227;8.83e-15;*;*;*;
1961;0.742354;1.30e-15;*;*;*;
1962;0.409051;6.43e-16;*;*;*;
1963;0.191037;6.18e-16;*;*;*;
1964;0.562558;8.13e-15;*;*;*;
1965;0.640229;3.47e-15;*;*;*;
1966;0.405454;*;*;*;RRAT;
1967;0.062955;2.02e-18;*;*;*;
1968;0.095138;9.70e-19;BT;*;*;
1969;0.528336;1.41e-14;*;*;*;
1970;0.085859;*;*;*;*;
1971;0.018624;-4.94e-20;BT;*;*;
1972;0.666804;*;*;*;RRAT;
1973;0.004411;*;*;*;*;
1974;0.652000;*;*;*;*;
1975;2.391397;1.56e-15;*;*;*;
1976;2.090248;8.30e-16;*;*;*;
1977;1.320490;4.43e-15;*;*;RRAT;
1978;0.361691;5.71e-16;*;*;*;
1979;0.392704;7.82e-16;*;*;*;
1980;0.190710;7.81e-16;*;*;*;
1981;0.733744;6.86e-16;*;*;*;
1982;0.322231;4.42e-15;*;*;*;
1983;1.175968;9.02e-14;*;*;*;
1984;1.004513;3.12e-14;*;*;*;
1985;0.233541;1.12e-14;*;*;*;
1986;0.315196;2.43e-15;DD;*;*;
1987;0.430872;1.23e-14;*;*;*;
1988;0.261955;1.37e-17;*;*;*;
1989;0.959466;*;*;*;*;
1990;0.012786;3.11e-20;ELL1;*;*;
1991;0.744001;5.13e-16;*;*;*;
1992;0.404980;5.27e-14;*;*;*;
1993;0.028462;1.02e-18;DD;*;*;
1994;0.670480;2.85e-16;*;*;*;
1995;0.855986;*;*;*;*;
1996;0.724514;1.24e-15;*;*;*;
1997;0.179354;1.50e-15;*;*;*;
1998;0.451273;*;*;*;*;
1999;0.021497;2.63e-18;DDH;*;*;
2000;0.185310;7.82e-16;*;*;*;
2001;0.234106;1.30e-14;*;GRS:4FGL_J1757.9-2419[aab+22];HE[sbc+19];
2002;0.017687;-1.30e-20;*;*;*;
2003;0.008870;2.63e-20;ELL1;*;*;
2004;0.002913;*;ELL1;GRS:4FGL_J1757.7-6032[cbb+23];*;
2005;0.947256;7.20e-16;*;*;*;
2006;0.692552;1.69e-14;*;*;*;
2007;0.430278;9.56e-16;*;*;*;
2008;2.107263;1.55e-15;*;*;*;
2009;1.202893;5.17e-15;*;*;*;
2010;0.766706;9.41e-17;*;*;*;
2011;0.176016;2.43e-19;DD;*;*;
2012;2.512263;1.57e-14;*;*;*;
2013;0.798452;2.55e-16;*;*;*;
2014;0.731505;3.07e-15;*;*;*;
2015;0.254720;9.34e-17;*;*;*;
2016;2.843389;1.86e-14;*;*;*;
2017;0.460982;1.09e-14;*;*;*;
2018;0.810718;1.07e-14;*;*;*;
2019;0.558889;3.76e-15;*;*;*;
2020;1.457739;*;*;*;*;
2021;0.956549;9.96e-14;*;*;*;
2022;0.574400;4.63e-15;*;*;*;
2023;1.078955;3.77e-15;*;*;*;
2024;0.373392;4.39e-16;*;*;*;
2025;0.578375;1.17e-16;*;*;*;
2026;0.783185;1.15e-14;*;*;*;
2027;1.799272;5.50e-16;*;*;*;
2028;1.030820;*;*;*;*;
2029;0.921493;3.31e-15;*;*;*;
2030;0.007176;-5.10e-19;*;GC:NGC6517;*;
2031;0.028962;2.20e-18;BT;GC:NGC6517;*;
2032;0.003739;-6.39e-20;*;GC:NGC6517;*;
2033;0.004227;7.68e-21;*;GC:NGC6517;*;
2034;0.007602;-1.04e-18;*;GC:NGC6517;*;
2035;0.024892;-2.67e-18;*;GC:NGC6517;*;
2036;0.051591;7.99e-20;*;GC:NGC6517;*;
2037;0.005643;3.85e-19;*;GC:NGC6517[pqm+21];*;
2038;0.003250;*;*;GC:NGC6517[pqm+21];*;
2039;0.003625;5.30e-21;*;GRS:4FGL_J1801.6-1418[aab+22];HE[fsk+04],HE[aab+22];
2040;2.550498;1.82e-16;*;*;*;
2041;1.108725;7.03e-16;*;*;*;
2042;0.438113;1.55e-17;*;*;*;
2043;0.375302;1.60e-14;*;*;*;
2044;0.415827;1.13e-13;*;SNR:W28(?)[fkv93];*;
2045;0.124924;1.28e-13;*;GRS:4FGL_J1801.2-2450[aab+22],SNR:G5.4-1;HE[aab+22];
2046;1.081910;3.29e-15;*;*;*;
2047;0.007454;7.22e-23;BT;*;*;
2048;1.385604;3.97e-16;*;*;*;
2049;0.554262;2.11e-15;*;*;*;
2050;0.664300;*;*;*;*;
2051;1.680573;2.65e-15;*;*;*;
2052;0.514671;5.64e-16;*;*;*;
2053;0.012648;7.26e-20;ELL1;*;*;
2054;0.569007;8.56e-15;*;*;*;
2055;2.461052;1.32e-15;*;*;*;
2056;0.001520;*;*;GRS:4FGL_J1803.2+1402[aab+22];NRAD[aab+22];
2057;0.346900;*;*;*;*;
2058;0.536596;1.77e-15;*;*;*;
2059;2.864338;1.52e-14;*;*;*;
2060;0.443649;3.30e-16;*;*;*;
2061;0.133667;1.34e-13;*;SNR:G8.7-0.1(?)[kw90],GRS:J1804-216(?)[a;HE;
2062;0.106334;1.95e-14;*;GRS:4FGL_J1803.1-2148[aab+22];NRAD;
2063;0.334415;1.71e-17;BT;*;*;
2064;0.007101;4.00e-20;*;GC:NGC6522;*;
2065;0.004397;*;*;GC:NGC6522;*;
2066;0.005840;6.97e-19;*;GC:NGC6522;*;
2067;0.005530;*;*;GC:NGC6522;*;
2068;0.017926;*;*;GC:NGC6522[arf+23];*;
2069;0.148136;*;*;GC:NGC6522[arf+23];*;
2070;0.633412;3.37e-16;*;*;*;
2071;0.002135;1.85e-20;ELL1;GRS:4FGL_J1803.1-6708[cbb+23],XRS:[cbb+2;HE[saa+23];
2072;0.023101;4.67e-19;BT;GC:NGC6539;*;
2073;0.280781;*;*;*;*;
2074;0.570511;1.43e-16;*;*;*;
2075;0.009343;4.09e-20;T2;*;*;
2076;1.273011;*;*;*;*;
2077;0.001493;-7.57e-22;*;*;*;
2078;0.218712;9.99e-16;*;*;*;
2079;0.002129;2.28e-20;ELL1;GRS:4FGL_J1805.6+0615[aab+22];HE[cck+16];
2080;0.454651;9.69e-16;*;*;*;
2081;1.181269;2.73e-16;*;*;*;
2082;0.405769;8.39e-15;*;*;*;
2083;0.357807;1.76e-15;*;*;*;
2084;0.661402;5.82e-18;*;*;*;
2085;0.428341;4.74e-16;*;*;*;
2086;0.484286;5.73e-17;*;*;*;
2087;0.015084;3.75e-20;DD;GRS:4FGL_J1807.1+2822[aab+22];HE[kmk+18],HE[aab+22];
2088;0.522618;1.41e-15;*;*;*;
2089;0.668309;8.62e-16;*;*;*;
2090;0.879791;1.70e-17;*;*;*;
2091;0.481825;1.18e-13;*;*;*;
2092;0.172004;*;*;*;*;
2093;0.798900;*;*;*;*;
2094;0.464300;1.29e-16;*;*;*;
2095;0.163727;2.88e-17;*;*;*;
2096;0.003059;-4.33e-21;BT;GC:NGC6544;*;
2097;0.004186;8.23e-20;DD;GC:NGC6544;*;
2098;2.764195;4.99e-15;*;*;RRAT;
2099;0.827776;1.22e-14;*;*;*;
2100;0.425115;*;*;*;*;
2101;0.876044;1.24e-15;*;*;*;
2102;0.596993;7.72e-16;*;*;*;
2103;0.544549;2.67e-15;*;*;*;
2104;0.241035;1.16e-17;*;*;*;
2105;7.555920;5.49e-10;*;SNR:G10.0-0.3(?),XRS:SGR_1806-20;AXP,NRAD;
2106;0.918410;1.71e-14;*;*;*;
2107;2.457882;6.58e-14;*;*;*;
2108;0.364912;7.05e-15;*;*;*;
2109;2.066700;*;*;*;*;
2110;0.744976;2.29e-15;*;*;*;
2111;0.313886;1.52e-16;*;*;*;
2112;0.895285;5.24e-15;*;*;*;
2113;1.124481;1.06e-14;*;*;*;
2114;0.082755;2.55e-14;*;XRS:PWN[kp07];*;
2115;5.540743;2.83e-12;*;XRS:XTE_J1810-197;AXP,HE;
2116;0.434811;7.28e-15;*;*;*;
2117;0.702414;3.82e-15;*;*;*;
2118;0.146789;3.44e-14;*;GRS:4FGL_J1809.8-2332[aab+22],PWN:[brrk0;NRAD[aab+22];
2119;0.860388;1.20e-16;*;*;*;
2120;0.307683;2.42e-16;*;*;*;
2121;0.001660;4.60e-21;BT;GRS:4FGL_J1810.5+1744[aab+22],OPT:[bvr+1;HE;
2122;0.217214;2.39e-17;*;*;*;
2123;1.161133;3.33e-16;*;*;*;
2124;0.153716;5.22e-17;*;*;*;
2125;0.032822;1.47e-19;ELL1;*;*;
2126;0.261050;3.86e-16;*;*;*;
2127;0.461713;2.69e-15;*;*;*;
2128;0.924945;1.61e-15;*;*;*;
2129;0.004146;4.81e-21;ELL1;*;*;
2130;2.623859;8.00e-16;*;*;*;
2131;0.391385;1.20e-16;*;*;*;
2132;0.104182;9.01e-19;BT;*;*;
2133;0.557464;6.31e-15;*;*;*;
2134;0.064667;4.40e-14;*;GRS:4FGL_J1811.5-1925[aab+22],SNR:G11.2-;NRAD;
2135;0.002661;1.38e-20;ELL1H;GRS:4FGL_J1811.3-2403[aab+22];HE[aab+22];
2136;0.415813;2.97e-16;*;*;*;
2137;1.432704;2.25e-15;*;*;*;
2138;0.793903;3.60e-15;*;*;*;
2139;1.014529;*;*;*;*;
2140;2.182018;*;*;*;*;
2141;1.205374;1.91e-14;*;*;*;
2142;0.538341;9.82e-16;*;*;*;
2143;0.430991;3.77e-14;*;*;*;
2144;1.903112;2.40e-16;*;*;*;
2145;1.223352;2.39e-14;*;*;*;
2146;0.315835;1.77e-16;*;*;*;
2147;0.236983;3.16e-16;*;*;*;
2148;0.587477;6.60e-16;*;*;*;
2149;0.336425;2.10e-17;*;*;*;
2150;0.931089;2.55e-15;*;*;*;
2151;0.004107;6.94e-21;ELL1;*;*;
2152;0.048072;1.76e-14;*;GRS:4FGL_J1813.4-1246[aab+22],XRS:Swift_;NRAD[aab+22];
2153;0.367591;*;*;*;*;
2154;0.044741;1.27e-13;*;SNR:12.8-0.0,GRS:HESS_J1813-178,XRS:CXOU;HE[crhr21];
2155;0.426466;2.08e-15;*;*;*;
2156;0.328514;4.78e-17;*;*;*;
